molregno,canonical_smiles,assay_id_count,standard_value_mean,standard_value_std,pchembl_value_mean,pchembl_value_std,OPENADMET_SMILES,OPENADMET_INCHIKEY
255904,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,84,2254.335,12290.788395173002,7.14702380952381,0.8345257361193563,CC(=O)N1CCN(C2=CC=C(OCC3COC(CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N
6514,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,52,499.3784615384615,2948.397637289458,7.23326923076923,0.5835278818005293,CC(=O)N1CCN(C2=CC=C(OC[C@H]3CO[C@](CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,XMAYWYJOQHXEEK-OZXSUGGESA-N
1278,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,17,20204.698235294116,30942.389218793414,5.376470588235295,0.9869393419587054,COC1=CC=C([C@@H]2SC3=CC=CC=C3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)C=C1,HSUGRBWQSSZJOP-RTWAWAEBSA-N
385617,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,16,15625.0,10297.281194567817,4.9275,0.36534002426962947,CCOC1=CC=C(N2C([C@@H](C)N(CC3=CC=CN=C3)C(=O)CC3=CC=C(OC(F)(F)F)C=C3)=NC3=NC=CC=C3C2=O)C=C1,WQTKNBPCJKRYPA-OAQYLSRUSA-N
651619,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,15,11956.521333333334,5676.106435862611,4.98,0.24842360136324773,CNCC[C@H](OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,RTHCYVBBDHJXIQ-INIZCTEOSA-N
608732,CC[C@H]1C(=O)OC[C@H]1Cc1cncn1C,15,9322.475333333334,4860.652774309033,5.1,0.26992062325273114,CC[C@H]1C(=O)OC[C@H]1CC1=CN=CN1C,QCHFTSOMWOSFHM-PSASIEDQSA-N
8917,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,15,1623.742,2121.612193882621,6.328,0.9556389037108705,ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,BYBLEWFAAKGYCD-UHFFFAOYSA-N
6968,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,14,17123.064285714285,12154.923556250911,4.978571428571429,0.6027865694851275,CC/C(=C(\C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,NKANXQFJJICGDU-QPLCGJKRSA-N
43740,N[C@@H]1CONC1=O,14,24080.429285714286,11855.284892788379,4.678571428571429,0.24862257904942345,N[C@@H]1CONC1=O,DYDCUQKUCUHJBH-UWTATZPHSA-N
1219,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,14,11205.445000000002,19767.031636004725,5.491428571428571,0.9126197046276864,COC1=CC=C(CCN(C)CCCC(C#N)(C2=CC=C(OC)C(OC)=C2)C(C)C)C=C1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N
